project_id,defect_type,severity,location,element_type,detected_by,confidence,status
SA-R04784,Efflorescence,Low,Floor 2 - Core Area,Wall,AI,94,InProgress
SA-R04784,Settlement Crack,High,Floor 2 - East Wing,Wall,AI,92,Open
SA-R04785,Honeycombing,Medium,Floor 1 - West Wing,Column,AI,93,InProgress
SA-R04785,Corrosion,High,Floor 1 - East Wing,Foundation,AI,79,InProgress
SA-R04786,Spalling,High,Floor 1 - Zone C,Slab,Inspector,88,Open
SA-R04788,Settlement Crack,High,Floor 3 - Zone A,Wall,Inspector,82,Open
SA-R04789,Spalling,High,Floor 2 - East Wing,Slab,AI,81,Resolved
SA-R04792,Efflorescence,Low,Floor 1 - Zone A,Slab,AI,75,Resolved
SA-R04792,Honeycombing,Medium,Floor 1 - Core Area,Column,Inspector,89,InProgress
SA-R04793,Crack,Medium,Floor 2 - Zone A,Slab,Inspector,79,InProgress
SA-R04793,Spalling,High,Floor 2 - Zone C,Column,Inspector,95,Verified
SA-R04793,Settlement Crack,Critical,Floor 2 - East Wing,Wall,AI,90,Open
SA-R04795,Settlement Crack,Critical,Floor 1 - Zone A,Wall,Inspector,96,Resolved
SA-R04795,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,91,Verified
SA-R04795,Spalling,High,Floor 2 - West Wing,Beam,Inspector,78,Resolved
SA-R04797,Corrosion,High,Floor 5 - Zone B,Column,AI,99,Open
SA-R04798,Spalling,High,Floor 1 - West Wing,Beam,AI,75,Resolved
SA-R04798,Corrosion,High,Floor 2 - Zone A,Foundation,AI,89,Open
SA-R04799,Honeycombing,Medium,Floor 1 - East Wing,Beam,Inspector,94,Open
SA-R04799,Corrosion,High,Floor 2 - Zone A,Beam,Inspector,91,Verified
SA-R04799,Settlement Crack,Critical,Floor 2 - Core Area,Foundation,Inspector,88,InProgress
SA-R04800,Crack,Critical,Floor 1 - Zone A,Column,AI,79,Resolved
SA-R04802,Corrosion,High,Floor 3 - Zone C,Foundation,Inspector,86,Open
SA-R04803,Corrosion,Critical,Floor 1 - Zone B,Foundation,Inspector,88,Resolved
SA-R04803,Spalling,High,Floor 5 - Zone C,Column,AI,85,Open
SA-R04808,Spalling,High,Floor 2 - East Wing,Beam,AI,91,Verified
SA-R04809,Honeycombing,Medium,Floor 1 - West Wing,Wall,Inspector,87,Open
SA-R04810,Crack,Medium,Floor 1 - Zone A,Beam,Inspector,98,Open
SA-R04810,Honeycombing,High,Floor 3 - West Wing,Wall,Inspector,86,InProgress
SA-R04810,Efflorescence,Low,Floor 2 - East Wing,Wall,AI,94,Verified
SA-R04812,Crack,Medium,Floor 2 - Zone A,Slab,AI,97,Open
SA-R04812,Spalling,Critical,Floor 2 - Core Area,Slab,Inspector,90,Resolved
SA-R04813,Spalling,High,Floor 1 - West Wing,Beam,AI,97,Verified
SA-R04813,Honeycombing,Critical,Floor 1 - East Wing,Beam,AI,77,Resolved
SA-R04813,Corrosion,High,Floor 1 - Core Area,Column,AI,84,Resolved
SA-R04814,Efflorescence,Critical,Floor 6 - East Wing,Slab,AI,88,Open
SA-R04815,Crack,Medium,Floor 1 - Zone A,Wall,Inspector,91,Open
SA-R04817,Spalling,High,Floor 5 - Zone B,Column,AI,94,Verified
SA-R04817,Crack,Medium,Floor 5 - Core Area,Beam,AI,90,Resolved
SA-R04817,Spalling,High,Floor 1 - Zone C,Beam,Inspector,89,InProgress
SA-R04818,Crack,Medium,Floor 1 - Zone B,Slab,AI,88,Verified
SA-R04818,Honeycombing,Critical,Floor 1 - East Wing,Wall,AI,99,Resolved
SA-R04819,Settlement Crack,Critical,Floor 1 - West Wing,Wall,AI,93,Verified
SA-R04819,Efflorescence,Low,Floor 1 - Core Area,Slab,AI,77,Resolved
SA-R04821,Corrosion,Critical,Floor 2 - Zone A,Foundation,Inspector,83,Verified
SA-R04822,Efflorescence,Low,Floor 1 - West Wing,Slab,AI,86,Verified
SA-R04822,Crack,Critical,Floor 1 - Zone B,Slab,Inspector,81,Open
SA-R04822,Corrosion,High,Floor 2 - East Wing,Beam,AI,82,InProgress
SA-R04823,Honeycombing,Medium,Floor 2 - East Wing,Beam,Inspector,89,Resolved
SA-R04823,Spalling,High,Floor 1 - Zone C,Column,AI,83,InProgress
SA-R04824,Efflorescence,Critical,Floor 3 - West Wing,Wall,Inspector,82,Resolved
SA-R04825,Spalling,High,Floor 3 - Core Area,Column,Inspector,86,Open
SA-R04825,Honeycombing,Medium,Floor 1 - Core Area,Column,Inspector,89,Open
SA-R04825,Efflorescence,High,Floor 2 - West Wing,Wall,AI,83,Open
SA-R04829,Settlement Crack,Critical,Floor 4 - Zone C,Wall,AI,99,Resolved
SA-R04829,Efflorescence,Low,Floor 3 - Zone C,Slab,AI,75,Open
SA-R04830,Settlement Crack,Critical,Floor 1 - Core Area,Wall,AI,95,Verified
SA-R04830,Spalling,High,Floor 1 - Core Area,Column,Inspector,98,Open
SA-R04831,Corrosion,High,Floor 1 - Zone C,Beam,AI,98,Verified
SA-R04832,Honeycombing,Medium,Floor 1 - West Wing,Beam,Inspector,94,Verified
SA-R04835,Spalling,High,Floor 2 - West Wing,Beam,Inspector,82,Open
SA-R04835,Corrosion,High,Floor 2 - West Wing,Column,Inspector,79,Verified
SA-R04836,Crack,High,Floor 1 - Zone C,Wall,Inspector,96,Open
SA-R04836,Settlement Crack,Critical,Floor 2 - Zone A,Wall,Inspector,92,Resolved
SA-R04837,Crack,Medium,Floor 1 - Zone A,Column,AI,83,Open
SA-R04837,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,98,InProgress
SA-R04837,Crack,High,Floor 3 - Zone B,Column,Inspector,88,Resolved
SA-R04838,Settlement Crack,Critical,Floor 1 - East Wing,Wall,AI,96,Open
SA-R04839,Efflorescence,Low,Floor 1 - West Wing,Slab,Inspector,99,InProgress
SA-R04840,Settlement Crack,Critical,Floor 2 - Zone C,Foundation,AI,79,Open
SA-R04840,Honeycombing,Medium,Floor 1 - Zone C,Beam,Inspector,87,Open
SA-R04840,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,Inspector,81,Open
SA-R04841,Crack,Medium,Floor 2 - Core Area,Slab,Inspector,78,InProgress
SA-R04841,Corrosion,High,Floor 2 - Zone B,Foundation,Inspector,99,InProgress
SA-R04841,Crack,Critical,Floor 2 - Zone C,Column,AI,99,InProgress
SA-R04842,Settlement Crack,High,Floor 1 - Zone A,Foundation,Inspector,88,Open
SA-R04842,Crack,Medium,Floor 1 - East Wing,Column,AI,94,Resolved
SA-R04843,Crack,Critical,Floor 12 - Zone B,Wall,Inspector,77,Verified
SA-R04843,Spalling,High,Floor 8 - Zone B,Beam,Inspector,76,Verified
SA-R04843,Settlement Crack,Critical,Floor 7 - Zone B,Foundation,AI,94,Resolved
SA-R04844,Crack,Medium,Floor 12 - Core Area,Wall,AI,75,Verified
SA-R04844,Spalling,High,Floor 1 - East Wing,Slab,AI,93,Open
SA-R04844,Honeycombing,Medium,Floor 4 - Core Area,Wall,AI,89,Resolved
SA-R04845,Corrosion,Critical,Floor 1 - Core Area,Column,AI,75,Open
SA-R04845,Spalling,High,Floor 1 - Zone C,Beam,Inspector,84,Resolved
SA-R04845,Settlement Crack,High,Floor 1 - Zone A,Wall,AI,88,Verified
SA-R04847,Efflorescence,Low,Floor 3 - West Wing,Wall,Inspector,89,Resolved
SA-R04847,Spalling,High,Floor 2 - East Wing,Beam,Inspector,86,Verified
SA-R04847,Honeycombing,Medium,Floor 3 - Zone B,Column,AI,80,InProgress
SA-R04848,Efflorescence,Low,Floor 2 - Zone C,Slab,Inspector,94,Resolved
SA-R04848,Spalling,High,Floor 2 - West Wing,Beam,Inspector,82,Verified
SA-R04848,Crack,Medium,Floor 2 - Core Area,Wall,Inspector,99,Resolved
SA-R04849,Efflorescence,High,Floor 2 - Zone C,Slab,Inspector,96,Resolved
SA-R04849,Settlement Crack,High,Floor 4 - Zone B,Wall,AI,82,Open
SA-R04849,Crack,Medium,Floor 1 - Zone B,Column,AI,83,Open
SA-R04850,Spalling,High,Floor 4 - Zone C,Column,AI,77,Open
SA-R04850,Honeycombing,Medium,Floor 1 - West Wing,Column,Inspector,97,InProgress
SA-R04850,Efflorescence,Low,Floor 3 - Zone B,Slab,Inspector,89,Resolved
SA-R04851,Efflorescence,Low,Floor 3 - East Wing,Slab,Inspector,84,Verified
SA-R04851,Spalling,Critical,Floor 2 - Zone B,Beam,AI,92,Open
SA-R04853,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,Inspector,80,Open
SA-R04853,Corrosion,High,Floor 3 - Zone C,Beam,AI,88,Open
SA-R04854,Settlement Crack,High,Floor 2 - West Wing,Foundation,Inspector,95,InProgress
SA-R04854,Corrosion,High,Floor 1 - Core Area,Column,Inspector,90,Resolved
SA-R04855,Corrosion,Critical,Floor 2 - West Wing,Column,Inspector,76,Verified
SA-R04855,Crack,High,Floor 1 - Core Area,Column,Inspector,97,Verified
SA-R04855,Settlement Crack,Critical,Floor 3 - Zone C,Wall,AI,94,Resolved
SA-R04856,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,AI,83,Verified
SA-R04857,Efflorescence,Low,Floor 1 - West Wing,Wall,AI,77,InProgress
SA-R04857,Honeycombing,Medium,Floor 1 - Zone A,Column,AI,96,InProgress
SA-R04857,Spalling,High,Floor 1 - Core Area,Column,Inspector,92,Resolved
SA-R04858,Spalling,High,Floor 10 - East Wing,Beam,Inspector,78,Resolved
SA-R04858,Corrosion,High,Floor 16 - East Wing,Beam,Inspector,81,Verified
SA-R04858,Crack,Medium,Floor 1 - West Wing,Column,Inspector,87,Resolved
SA-R04859,Honeycombing,Medium,Floor 4 - Zone B,Column,AI,84,Open
SA-R04859,Honeycombing,Medium,Floor 2 - West Wing,Beam,AI,79,Open
SA-R04859,Corrosion,High,Floor 3 - Zone A,Beam,AI,97,InProgress
SA-R04861,Corrosion,High,Floor 5 - Zone C,Column,AI,83,InProgress
SA-R04861,Efflorescence,Low,Floor 5 - Zone A,Wall,AI,83,Verified
SA-R04862,Honeycombing,Critical,Floor 1 - Core Area,Wall,Inspector,81,Resolved
SA-R04862,Honeycombing,Medium,Floor 1 - East Wing,Beam,AI,89,Verified
SA-R04863,Corrosion,High,Floor 1 - Core Area,Foundation,Inspector,93,Resolved
SA-R04863,Spalling,High,Floor 3 - West Wing,Beam,Inspector,91,Verified
SA-R04863,Efflorescence,Low,Floor 1 - Zone B,Slab,Inspector,98,Open
SA-R04864,Spalling,High,Floor 2 - Zone B,Beam,AI,94,Resolved
SA-R04864,Spalling,Critical,Floor 1 - East Wing,Slab,AI,86,Resolved
SA-R04865,Crack,Medium,Floor 1 - Zone B,Wall,Inspector,78,Resolved
SA-R04866,Corrosion,High,Floor 7 - East Wing,Column,AI,97,Resolved
SA-R04867,Honeycombing,Medium,Floor 8 - East Wing,Beam,AI,90,InProgress
SA-R04868,Crack,Critical,Floor 1 - Zone A,Wall,AI,84,Open
SA-R04868,Corrosion,High,Floor 1 - Zone C,Foundation,Inspector,99,Verified
SA-R04868,Spalling,Critical,Floor 1 - Core Area,Slab,AI,75,Verified
SA-R04869,Spalling,Critical,Floor 1 - Zone A,Slab,Inspector,96,Verified
SA-R04869,Honeycombing,Medium,Floor 2 - Zone A,Wall,AI,86,Open
SA-R04869,Honeycombing,Critical,Floor 2 - Zone C,Beam,Inspector,81,Open
SA-R04872,Crack,Medium,Floor 1 - West Wing,Column,AI,86,Resolved
SA-R04872,Honeycombing,Medium,Floor 1 - Core Area,Wall,Inspector,81,Resolved
SA-R04872,Honeycombing,Medium,Floor 1 - Core Area,Beam,Inspector,79,Open
SA-R04873,Crack,Medium,Floor 6 - Zone B,Slab,AI,85,Open
SA-R04874,Spalling,High,Floor 2 - Core Area,Column,AI,88,Verified
SA-R04874,Settlement Crack,Critical,Floor 4 - Zone A,Foundation,AI,86,InProgress
SA-R04874,Honeycombing,Medium,Floor 4 - Core Area,Column,Inspector,99,Open
SA-R04875,Settlement Crack,Critical,Floor 16 - Core Area,Foundation,Inspector,77,Verified
SA-R04876,Efflorescence,Low,Floor 4 - East Wing,Wall,Inspector,90,InProgress
SA-R04876,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,Inspector,88,Open
SA-R04877,Corrosion,Critical,Floor 3 - Zone C,Beam,AI,83,Open
SA-R04877,Honeycombing,Medium,Floor 9 - Zone C,Beam,Inspector,94,InProgress
SA-R04877,Crack,Medium,Floor 4 - Zone B,Wall,AI,99,Resolved
SA-R04878,Corrosion,High,Floor 1 - Core Area,Column,AI,88,InProgress
SA-R04879,Crack,Medium,Floor 12 - West Wing,Column,AI,82,InProgress
SA-R04879,Honeycombing,Medium,Floor 9 - Zone C,Beam,AI,98,InProgress
SA-R04880,Settlement Crack,Critical,Floor 2 - Core Area,Wall,AI,94,Resolved
SA-R04880,Crack,Medium,Floor 1 - West Wing,Slab,Inspector,76,Resolved
SA-R04881,Efflorescence,Low,Floor 1 - East Wing,Wall,Inspector,91,InProgress
SA-R04883,Efflorescence,Low,Floor 30 - Zone A,Wall,Inspector,93,InProgress
SA-R04885,Corrosion,High,Floor 1 - East Wing,Beam,AI,80,Verified
SA-R04885,Honeycombing,Critical,Floor 6 - Zone A,Wall,AI,89,Verified
SA-R04885,Efflorescence,Low,Floor 3 - West Wing,Wall,Inspector,80,Verified
SA-R04886,Crack,Medium,Floor 1 - East Wing,Wall,Inspector,98,Open
SA-R04887,Crack,Critical,Floor 2 - Core Area,Beam,Inspector,78,Verified
SA-R04887,Spalling,Critical,Floor 1 - Zone A,Beam,Inspector,96,InProgress
SA-R04888,Crack,Medium,Floor 8 - Core Area,Slab,AI,82,Verified
SA-R04890,Settlement Crack,Critical,Floor 8 - Zone A,Foundation,Inspector,75,InProgress
SA-R04890,Corrosion,High,Floor 4 - Zone A,Beam,AI,82,Open
SA-R04890,Honeycombing,Medium,Floor 9 - Zone A,Column,Inspector,95,Open
SA-R04891,Crack,Critical,Floor 5 - East Wing,Column,AI,95,Open
SA-R04893,Settlement Crack,Critical,Floor 3 - Core Area,Foundation,Inspector,99,Verified
SA-R04894,Efflorescence,Low,Floor 2 - Core Area,Wall,AI,99,Resolved
SA-R04894,Honeycombing,High,Floor 2 - Zone C,Beam,Inspector,82,Verified
SA-R04894,Settlement Crack,Critical,Floor 2 - East Wing,Foundation,Inspector,91,Verified
SA-R04895,Efflorescence,Critical,Floor 3 - West Wing,Slab,Inspector,86,Resolved
SA-R04895,Settlement Crack,Critical,Floor 3 - Zone C,Foundation,AI,80,Open
SA-R04895,Spalling,Critical,Floor 1 - Zone B,Slab,AI,86,Verified
SA-R04896,Corrosion,High,Floor 2 - East Wing,Column,Inspector,95,InProgress
SA-R04900,Spalling,High,Floor 15 - Zone A,Column,Inspector,81,Resolved
SA-R04900,Efflorescence,Low,Floor 1 - Zone B,Wall,Inspector,81,Verified
SA-R04901,Honeycombing,Medium,Floor 1 - Zone C,Beam,AI,81,Resolved
SA-R04902,Crack,Medium,Floor 2 - Zone C,Slab,Inspector,81,Open
SA-R04903,Honeycombing,High,Floor 1 - Core Area,Wall,Inspector,87,Open
SA-R04903,Spalling,High,Floor 1 - Zone C,Column,AI,79,Open
SA-R04904,Efflorescence,Critical,Floor 1 - Core Area,Slab,Inspector,98,Verified
SA-R04904,Efflorescence,High,Floor 1 - Zone B,Slab,Inspector,93,Open
SA-R04904,Spalling,High,Floor 2 - East Wing,Beam,AI,92,Verified
SA-R04905,Efflorescence,Low,Floor 7 - East Wing,Slab,Inspector,88,Open
SA-R04905,Corrosion,High,Floor 2 - East Wing,Foundation,Inspector,96,InProgress
SA-R04905,Spalling,Critical,Floor 7 - Zone A,Beam,AI,79,Verified
SA-R04906,Spalling,High,Floor 4 - West Wing,Slab,Inspector,79,InProgress
SA-R04907,Corrosion,High,Floor 5 - Zone A,Beam,AI,89,InProgress
SA-R04908,Honeycombing,Medium,Floor 1 - Core Area,Wall,AI,79,Open
SA-R04908,Crack,Medium,Floor 3 - West Wing,Beam,AI,83,Verified
SA-R04908,Crack,Critical,Floor 3 - Zone A,Slab,AI,92,Verified
SA-R04909,Crack,Medium,Floor 2 - Zone C,Slab,Inspector,82,Verified
SA-R04909,Corrosion,High,Floor 2 - Zone B,Beam,Inspector,98,InProgress
SA-R04910,Efflorescence,Low,Floor 2 - Zone A,Wall,Inspector,82,Resolved
SA-R04912,Efflorescence,Low,Floor 1 - Zone A,Slab,AI,92,Verified
SA-R04912,Corrosion,High,Floor 1 - Core Area,Column,Inspector,96,InProgress
SA-R04912,Corrosion,High,Floor 1 - East Wing,Beam,Inspector,97,Resolved
SA-R04913,Efflorescence,Low,Floor 3 - Zone C,Slab,AI,77,Verified
SA-R04913,Corrosion,High,Floor 10 - West Wing,Foundation,AI,99,Open
SA-R04913,Settlement Crack,Critical,Floor 8 - East Wing,Foundation,Inspector,80,Resolved
SA-R04914,Crack,Critical,Floor 4 - East Wing,Beam,AI,81,Resolved
SA-R04914,Honeycombing,Medium,Floor 11 - Zone B,Beam,AI,87,Open
SA-R04914,Efflorescence,Low,Floor 1 - Core Area,Slab,Inspector,83,Open
SA-R04915,Honeycombing,Critical,Floor 3 - West Wing,Beam,Inspector,78,InProgress
SA-R04915,Efflorescence,Low,Floor 3 - Zone B,Wall,AI,80,Resolved
SA-R04916,Honeycombing,Medium,Floor 11 - Zone A,Wall,Inspector,84,Resolved
SA-R04916,Efflorescence,Low,Floor 1 - East Wing,Slab,Inspector,97,Verified
SA-R04916,Honeycombing,Medium,Floor 5 - Zone B,Beam,AI,96,Resolved
SA-R04917,Efflorescence,Critical,Floor 1 - East Wing,Slab,Inspector,95,Open
SA-R04917,Crack,Medium,Floor 7 - Core Area,Wall,Inspector,78,Verified
SA-R04917,Settlement Crack,Critical,Floor 4 - Zone B,Wall,Inspector,96,InProgress
SA-R04918,Honeycombing,Critical,Floor 3 - Zone C,Wall,AI,79,Verified
SA-R04918,Spalling,High,Floor 1 - Zone A,Slab,AI,98,InProgress
SA-R04918,Corrosion,High,Floor 1 - Zone A,Foundation,Inspector,93,InProgress
SA-R04920,Honeycombing,Medium,Floor 11 - Zone B,Wall,AI,75,Resolved
SA-R04920,Efflorescence,Low,Floor 19 - West Wing,Wall,AI,76,Resolved
SA-R04920,Honeycombing,Medium,Floor 16 - Zone C,Wall,AI,84,Resolved
SA-R04921,Corrosion,High,Floor 1 - Zone B,Column,Inspector,79,Open
SA-R04921,Corrosion,High,Floor 2 - Zone B,Beam,Inspector,78,Verified
SA-R04921,Settlement Crack,Critical,Floor 1 - Zone A,Wall,Inspector,84,Verified
SA-R04922,Settlement Crack,Critical,Floor 1 - West Wing,Wall,Inspector,77,Resolved
SA-R04922,Crack,Critical,Floor 1 - West Wing,Slab,AI,79,Verified
SA-R04922,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,Inspector,95,Verified
SA-R04927,Honeycombing,Critical,Floor 5 - Core Area,Wall,Inspector,89,Resolved
SA-R04928,Efflorescence,Low,Floor 3 - Zone B,Wall,Inspector,96,Verified
SA-R04928,Corrosion,Critical,Floor 3 - Zone A,Column,AI,96,Verified
SA-R04929,Honeycombing,Critical,Floor 1 - Zone B,Wall,AI,78,Verified
SA-R04931,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,Inspector,84,Open
SA-R04931,Crack,High,Floor 2 - Zone A,Column,AI,98,Verified
SA-R04931,Crack,High,Floor 2 - West Wing,Beam,Inspector,93,Resolved
SA-R04934,Settlement Crack,Critical,Floor 1 - West Wing,Wall,Inspector,77,Resolved
SA-R04935,Spalling,High,Floor 1 - Core Area,Beam,Inspector,79,Verified
SA-R04937,Honeycombing,Medium,Floor 1 - West Wing,Wall,AI,91,Open
SA-R04937,Settlement Crack,High,Floor 1 - Core Area,Wall,AI,75,Verified
SA-R04937,Settlement Crack,Critical,Floor 5 - Zone C,Foundation,AI,88,InProgress
SA-R04938,Crack,High,Floor 3 - Core Area,Beam,Inspector,77,InProgress
SA-R04938,Honeycombing,High,Floor 7 - Zone C,Column,AI,93,Resolved
SA-R04938,Settlement Crack,Critical,Floor 4 - East Wing,Wall,Inspector,87,InProgress
SA-R04939,Honeycombing,Medium,Floor 1 - Zone B,Wall,Inspector,76,Open
SA-R04939,Crack,Medium,Floor 1 - Core Area,Beam,AI,89,Resolved
SA-R04939,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,Inspector,96,Verified
SA-R04943,Spalling,High,Floor 2 - Zone C,Column,AI,82,Verified
SA-R04943,Corrosion,High,Floor 6 - Core Area,Foundation,AI,95,Open
SA-R04944,Crack,Medium,Floor 28 - Zone C,Column,AI,90,InProgress
SA-R04944,Settlement Crack,Critical,Floor 11 - Core Area,Wall,AI,98,Resolved
SA-R04946,Honeycombing,Medium,Floor 4 - East Wing,Column,Inspector,89,InProgress
SA-R04946,Spalling,High,Floor 3 - Zone B,Slab,AI,98,Resolved
SA-R04946,Settlement Crack,Critical,Floor 1 - Zone A,Wall,Inspector,79,Verified
SA-R04947,Spalling,High,Floor 1 - East Wing,Slab,AI,95,Open
SA-R04947,Efflorescence,High,Floor 1 - West Wing,Wall,Inspector,75,InProgress
SA-R04948,Efflorescence,High,Floor 2 - East Wing,Slab,Inspector,78,Open
SA-R04950,Honeycombing,Medium,Floor 2 - East Wing,Wall,Inspector,93,Open
SA-R04951,Corrosion,High,Floor 2 - East Wing,Beam,Inspector,84,Verified
SA-R04951,Crack,Medium,Floor 1 - Zone C,Beam,Inspector,96,Open
SA-R04951,Crack,Medium,Floor 1 - Zone A,Column,Inspector,75,Verified
SA-R04952,Settlement Crack,Critical,Floor 2 - East Wing,Foundation,AI,75,InProgress
SA-R04954,Efflorescence,Low,Floor 6 - Zone A,Slab,Inspector,75,Open
SA-R04954,Crack,Medium,Floor 6 - Zone B,Beam,Inspector,97,Resolved
SA-R04954,Spalling,High,Floor 1 - East Wing,Column,AI,81,Resolved
SA-R04955,Efflorescence,High,Floor 2 - West Wing,Wall,AI,92,InProgress
SA-R04955,Efflorescence,Low,Floor 4 - East Wing,Slab,AI,92,InProgress
SA-R04955,Corrosion,High,Floor 2 - Core Area,Foundation,Inspector,90,InProgress
SA-R04957,Spalling,High,Floor 9 - Zone C,Slab,AI,98,InProgress
SA-R04957,Crack,Medium,Floor 9 - West Wing,Beam,Inspector,93,Resolved
SA-R04957,Honeycombing,Medium,Floor 11 - West Wing,Wall,Inspector,76,Resolved
SA-R04959,Crack,Medium,Floor 2 - Zone A,Wall,Inspector,78,InProgress
SA-R04959,Crack,Medium,Floor 1 - Zone C,Slab,AI,82,Resolved
SA-R04960,Spalling,High,Floor 3 - Core Area,Column,AI,94,Open
SA-R04960,Spalling,High,Floor 5 - Zone C,Beam,Inspector,93,Resolved
SA-R04960,Crack,Medium,Floor 1 - Zone A,Beam,Inspector,98,Resolved
SA-R04961,Spalling,High,Floor 11 - Zone A,Beam,Inspector,80,Open
SA-R04961,Crack,Medium,Floor 11 - East Wing,Slab,Inspector,79,Resolved
SA-R04962,Efflorescence,High,Floor 11 - East Wing,Slab,AI,96,Verified
SA-R04964,Settlement Crack,Critical,Floor 1 - West Wing,Wall,AI,79,Open
SA-R04964,Spalling,High,Floor 5 - Zone A,Column,Inspector,89,InProgress
SA-R04966,Spalling,High,Floor 1 - Core Area,Beam,Inspector,89,Verified
SA-R04967,Efflorescence,High,Floor 4 - Zone B,Wall,Inspector,83,Resolved
SA-R04967,Spalling,High,Floor 2 - Zone C,Column,Inspector,80,InProgress
SA-R04967,Efflorescence,Low,Floor 3 - West Wing,Wall,AI,99,InProgress
SA-R04969,Spalling,High,Floor 1 - Zone A,Beam,Inspector,96,Verified
SA-R04969,Honeycombing,Critical,Floor 1 - Zone A,Column,Inspector,81,Open
SA-R04969,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,Inspector,76,Verified
SA-R04971,Settlement Crack,Critical,Floor 5 - Zone B,Wall,AI,78,Open
SA-R04971,Crack,Critical,Floor 6 - Zone B,Slab,AI,77,Verified
SA-R04971,Corrosion,High,Floor 2 - East Wing,Column,AI,95,Resolved
SA-R04972,Efflorescence,High,Floor 2 - Zone B,Slab,AI,99,Resolved
SA-R04972,Spalling,High,Floor 3 - Zone C,Column,AI,90,Open
SA-R04973,Efflorescence,Low,Floor 3 - Core Area,Wall,Inspector,92,InProgress
SA-R04973,Settlement Crack,Critical,Floor 3 - Zone A,Wall,Inspector,82,InProgress
SA-R04974,Corrosion,High,Floor 6 - Core Area,Column,Inspector,82,Resolved
SA-R04975,Honeycombing,High,Floor 2 - West Wing,Wall,Inspector,97,Open
SA-R04975,Spalling,High,Floor 3 - East Wing,Slab,Inspector,94,InProgress
SA-R04975,Corrosion,High,Floor 3 - Core Area,Foundation,AI,99,Verified
SA-R04976,Efflorescence,Critical,Floor 2 - West Wing,Wall,AI,87,InProgress
SA-R04977,Settlement Crack,Critical,Floor 3 - Zone A,Wall,AI,89,Verified
SA-R04977,Corrosion,Critical,Floor 1 - West Wing,Foundation,AI,87,Verified
SA-R04980,Corrosion,High,Floor 2 - West Wing,Column,AI,98,Verified
SA-R04981,Efflorescence,Low,Floor 1 - Zone C,Wall,Inspector,88,Resolved
SA-R04981,Spalling,High,Floor 3 - Core Area,Beam,Inspector,85,InProgress
SA-R04982,Honeycombing,Critical,Floor 1 - Zone B,Column,AI,88,Verified
SA-R04982,Efflorescence,Low,Floor 2 - Zone A,Slab,AI,99,Open
SA-R04982,Honeycombing,High,Floor 1 - East Wing,Beam,Inspector,80,InProgress
SA-R04983,Crack,High,Floor 1 - Core Area,Slab,AI,75,Verified
SA-R04983,Efflorescence,Low,Floor 2 - Zone B,Slab,Inspector,83,Open
SA-R04984,Efflorescence,Low,Floor 1 - West Wing,Slab,AI,88,InProgress
SA-R04984,Efflorescence,Low,Floor 1 - Zone A,Slab,AI,84,Open
SA-R04985,Efflorescence,Critical,Floor 3 - Zone C,Wall,AI,81,Verified
